casts,popularity,imdb_avgRating
Adrian Annis,0.694,7.0
Adrian Armas,2.062,5.0
Adrian Aziri,0.6,6.4
Adrian Bartholomew,0.6,5.6
Adrian Bouchet,1.446,4.5
Adrian Bower,2.28,6.5
Adrian Brine,1.38,5.5
Adrian Bursell,0.6,4.6
Adrian Can,1.632,6.7
Adrian Chiru,0.98,8.3
Adrian Cisneros,0.6,
Adrian Collins,1.4,4.7
Adrian Copilul Minune,0.6,7.3
Adrian Dearnell,1.4,6.8
Adrian Der Gregorian,0.6,8.8
Adrian Dunbar,1.788,5.728571428571429
Adrian Edmondson,3.395,7.7
Adrian Fish,0.6,5.3
Adrian Frieling,0.6,5.3
Adrian Green,0.6,4.8
Adrian Grenier,0.868,5.666666666666667
Adrian Grünberg,2.383,7.7
Adrian Holmes,2.026,5.7
Adrian Hough,1.914,5.066666666666666
Adrian Jastraban,1.382,5.599999999999999
Adrian Kwan,1.96,4.85
Adrian Langley,0.6,4.0
Adrian Lee,0.6,7.1
Adrian Lester,3.0739999999999994,6.141666666666667
Adrian M. Pryce,0.6,3.0
Adrian Martinez,3.375,6.185714285714285
Adrian Maulana,0.6,6.2
Adrian Moore,1.62,7.199999999999999
Adrian N. Roberts,0.6,2.4
Adrian Pang,1.3999999999999997,5.3
Adrian Pasdar,3.515,7.5
Adrian Paul,1.176,4.51
Adrian Pintea,0.732,6.1
Adrian Quezada,0.6,7.0
Adrian Quinonez,1.4,5.7
Adrian R'Mante,0.995,4.9
Adrian Rawlins,3.571,5.675000000000001
Adrian Roberts,0.98,3.05
Adrian Rogers,0.6,4.2
Adrian Scarborough,3.889,6.987499999999999
Adrian Schiller,1.686,6.35
Adrian Shirley,0.6,6.3
Adrian Spencer,2.924,7.0
Adrian Tiatto,0.6,
Adrian Titieni,0.972,7.275
Adrian Topol,2.716,6.659999999999999
Adrian Vatsky,0.6,4.3
Adrian Văncică,0.6,6.7
Adrian Wahlen,0.6,6.8
Adrian Zmed,0.6,4.8
Adrian Zwicker,1.048,6.9
Adriana Aizemberg,0.6,6.900000000000001
Adriana Altaras,0.745,6.183333333333334
Adriana Arango,0.6,5.8
Adriana Asti,0.766,5.9
Adriana Barraza,1.11,5.5
Adriana Butoi,0.694,6.2
Adriana Cuevas,0.6,4.6
Adriana Davidova,0.6,3.9
Adriana De Guilmi,0.6,7.5
Adriana DeMeo,1.532,4.9
Adriana Domínguez,0.6,5.375
Adriana Esquivel,0.6,3.7
Adriana Esteves,1.22,6.05
Adriana Faranda,0.6,6.0
Adriana Fonseca,2.164,4.45
Adriana Garambone,2.427,7.0
Adriana Karembeu,0.6,5.4
Adriana Lewis,0.6,6.2
Adriana Marin,0.6,7.7
Adriana Mocca,0.6,6.4
Adriana Neubauerová,0.6,5.7
Adriana O'Neil,0.6,6.550000000000001
Adriana Ozores,1.6939999999999995,6.5375
Adriana Paz,6.746,6.8
Adriana Pârvu,0.6,5.9
Adriana Ricardo,0.6,4.5
Adriana Roel,1.96,5.5
Adriana Russo,1.22,5.8
Adriana Sage,3.336,7.7
Adriana Trandafir,0.6,4.9
Adriana Ugarte,2.294,5.733333333333334
Adriana Vacarezza,0.6,6.0
Adriana Valdez,0.6,6.8
Adriana Velásquez,0.6,6.8
Adriana Viale Vega,0.6,
Adriana Şchiopu,0.84,5.6
Adriane Galisteu,0.6,4.6
Adriane Lenox,0.888,6.900000000000001
Adrianna Biedrzyńska,0.6,6.4
Adrianna Eastwood,0.6,3.1
Adrianne Curry,0.6,5.4
Adrianne Palicki,6.900000000000001,3.4333333333333336
Adriano Amidei Migliano,0.84,6.7
Adriano Aragon,0.6,5.9
Adriano Barroso,1.4,5.2
Adriano Carvalho,1.4,6.125
Adriano Castillo,1.38,3.8
Adriano Dafy,0.6,5.2
Adriano De Martin,0.6,6.6
Adriano Garib,1.094,5.7
Adriano Giannini,1.406,5.85
Adriano González,0.608,5.8
Adriano Luz,0.8265714285714285,6.238461538461538
Adriano Moraes,0.6,4.4
Adriano Pantaleo,0.98,6.6
Adriano Pappalardo,1.4,7.2
Adriano Prieto,0.6,6.2
Adriano Qalbi,0.6,7.0
Adriano Siri,0.6,3.2
Adriano Stuart,0.6,6.1
Adrianto Sinaga,0.98,6.0
Adrien Auzias,0.6,6.7
Adrien Brody,5.527,6.7105263157894735
Adrien Curry,0.6,2.1
Adrien Dixon,0.6,6.3
Adrien Dorval,1.842,5.550000000000001
Adrien Jolivet,1.159,6.35
Adrien Michaux,1.214,7.0
Adrien Ruiz,0.6,6.3
Adrien de Van,1.128,6.05
Adriene Lin,0.626,6.25
Adrienne Bailon-Houghton,0.84,5.8
Adrienne Barbeau,5.265999999999999,5.1571428571428575
Adrienne Dobson,0.6,5.4
Adrienne Frantz,1.285,5.7
Adrienne Lau,0.6,6.8
Adrienne Maree Brown,0.6,7.6
Adrienne McQueen,0.6,3.45
Adrienne Pearce,0.6,4.4
Adrienne Pearson,0.6,5.8
Adrienne Pickering,0.997,6.25
Adrienne Rusk,0.6,2.6
Adrienne Shelly,1.3389999999999997,6.266666666666666
Adrienne Wehr,0.98,6.6
Adrijan Mujkanović,0.6,7.5
Adrit Roy,0.6,4.4
Adrià Collado,1.4000000000000001,5.290909090909091
Adrián Alonso,0.652,7.3
Adrián Castilla,0.6,5.6
Adrián Fondari,1.094,5.8
Adrián García,0.6,6.6
Adrián Giampani,0.6,7.1
Adrián Ladrón,0.6,3.8
Adrián Lamana,0.981,7.4
Adrián Lastra,2.304,6.1
Adrián Martel,0.84,3.7
Adrián Navarro,1.38,5.46
Adrián Otero,0.6,6.8
Adrián Portugal,0.6,7.1
Adrián Ramos,0.6,7.8
Adrián Suar,0.6,6.1
Adrián Witzke,0.6,7.1
Adukalam Naren,0.62,4.5
Adunni Tabasi,0.6,5.4
Ady An,3.935,4.3
Ady Hajdu,0.98,6.050000000000001
Adyasha Satpathy,1.116,3.5
Adyla Rafa Naura Ayu,0.6,7.4
Adán Cantilo,0.6,5.1
Adán Llorca,0.6,5.6
Adèle Ado,0.6,6.1
Adèle Crech,0.6,6.5
Adèle Exarchopoulos,1.768,5.6
Adèle Haenel,2.535,6.9
Adèle Wismes,0.6,6.2
Adé Bantu,0.6,5.6
Adé Odukoya,0.694,5.6
Adél Jordán,0.694,5.65
Adél Kováts,1.38,5.1000000000000005
Adéla Bártová,0.6,2.6
Adéla Elbel,0.6,
Adélard Godbout,0.6,7.1
Adélaïde Leroux,0.84,6.95
Ae Ka,0.6,3.6
Aegis Duensing,0.6,8.0
Aep Bancet,0.98,7.7
Aesha Mallari,0.6,
Afaf Rashad,0.648,4.6
Afag Bashirgizi,1.38,8.0
Afarin Obeisi,0.6,6.75
Afdlin Shauki,1.8000000000000003,6.6000000000000005
Afef Ben Mahmoud,0.6,6.55
Afel Bocoum,0.6,5.9
Afemo Omilami,3.2259999999999995,6.066666666666666
Affif Ben Badra,1.3999999999999997,6.266666666666666
Affion Crockett,0.84,5.7
Affonso Brazza,0.618,6.6
Afida Tahri,0.652,6.2
Afifah Ifah'nda,0.6,5.2
Afina Kondrashova,0.6,6.4
Afonso O'Neill,0.6,6.0
Afonso Pimentel,0.61,6.3
Afran Usman,0.6,7.4
Afrika Bambaataa,0.6,8.2
Afroditi Al-Saleh,0.6,5.1000000000000005
Afroditi Simiti,0.98,4.4
Afsane Chehreazad,0.6,6.0
Afsane Naseri,0.6,5.1
Afsaneh Bayegan,0.612,5.4
Afshin Hashemi,0.656,6.1
Aftab Shivdasani,1.4669999999999996,4.71111111111111
Afton Shepard,0.6,4.8
Afzal Khan,0.608,5.7
Aga Muhlach,0.76,6.92
Agalyah Maniam,1.094,7.8
Agam Darshi,1.82,5.45
Agam Rodberg,0.84,7.8
Agastya Kandou,0.6,6.575
Agata Buzek,3.653,5.3500000000000005
Agata Dratwa,0.6,2.4
Agata Gotova,0.6,5.4
Agata Kulesza,1.355,5.4
Agata Piotrowska,0.6,7.1
Agatha Chelsea,0.84,8.0
Agatha Ofori,0.6,7.6
Agathe Bonitzer,0.655,6.2
Agathe Bosch,0.6,6.0
Agathe Bouissières,0.6,6.9
Agathe Cornez,0.6,6.25
Agathe Dronne,0.6,6.8
Agathe Louvieaux,0.6,6.3
Agathe Natanson,0.619,7.3
Agathe Schumacher,0.6,6.5
Agathe Strouk,0.6,6.6
Agathe Teyssier,0.764,5.375
Agathe de La Boulaye,0.732,4.9399999999999995
Agathe de La Fontaine,1.4,7.0
Agathi Gousiari,0.6,7.4
Ageha Kiryû,0.6,4.3
Agha Majid,0.6,7.3
Agheleh Farahmand,0.6,6.7
Agheleh Rezaie,0.6,6.9
Aghniny Haque,0.6,6.2
Agim Kaba,0.6,2.85
Agim Qirjaqi,0.6,7.0
Agita Gruntmane-Valtere,0.6,6.5
Agla Artalidia,0.98,7.4
Aglaia Szyszkowitz,2.113,5.699999999999999
Aglaya Tarasova,1.612,5.9
Agles Steib,0.6,5.4
Agnes Albright,1.094,3.4
Agnes Bruckner,4.828999999999999,5.853333333333334
Agnes Dapaa,0.6,7.6
Agnes Darenius,0.6,2.6
Agnes Gund,0.6,7.7
Agnes Kittelsen,5.023,6.0
Agnes Martin,0.6,8.3
Agnes Olech,0.6,3.8
Agnes Schanelec,0.6,6.4
Agnes Sörensen,0.6,6.0
Agnes de Nul,0.6,5.466666666666668
Agnese Nano,1.094,6.125
Agnese Zeltiņa,0.6,5.6
Agneta Ekmanner,0.656,3.9
Agni Dutta,0.6,4.6
Agni Pratistha,0.84,7.1
Agni Scott,1.3999999999999997,6.133333333333333
Agnieszka Czekańska,0.6,7.4
Agnieszka Dygant,1.106,4.64
Agnieszka Grochowska,1.567,6.009090909090909
Agnieszka Holland,1.682,6.5
Agnieszka Kawiorska,0.6,2.4
Agnieszka Liggett,1.38,5.7
Agnieszka Mandat-Grabka,1.932,5.9
Agnieszka Marzec,0.6,4.4
Agnieszka Matysiak,0.6,7.7
Agnieszka Nagórzycka,0.6,7.3
Agnieszka Pasko,0.6,3.8
Agnieszka Podsiadlik,1.528,7.3
Agnieszka Suchora,0.6,2.5
Agnieszka Wagner,3.24,5.866666666666667
Agnieszka Warchulska,0.6,6.0
Agnieszka Więdłocha,1.176,5.4
Agnieszka Wosińska,0.617,5.9
Agnieszka Włodarczyk,0.6,5.2
Agnieszka Żulewska,1.999,3.4
Agniya Ditkovskite,3.195,5.5
Agniya Kuznetsova,2.551,5.949999999999999
Agnès Godard,1.96,8.0
Agnès Horaud,0.6,6.4
Agnès Jaoui,2.4229999999999996,6.357142857142857
Agnès Regolo,1.38,5.3
Agnès Soral,1.0250000000000001,5.174999999999999
Agnès Sourdillon,0.6,6.3
Agnès Varda,1.631,6.983333333333333
Ago Anderson,1.62,6.1
Agostina Belli,1.736,6.8
Agostina Lage,0.6,7.2
Agostinho da Silva,0.6,
Agot Isidro,0.989,6.4
Agrippina Steklova,1.166,6.9
Aguibou Sanou,0.6,6.8
Agung Udijana,1.4,6.35
Agus Ruiz,0.6,2.6
Agustin,0.6,6.449999999999999
Agustin Alcoba,0.6,6.6
Agustin Daulte,0.6,5.5
Agustina Bessa-Luís,1.092,7.1
Agustina Malale,0.6,6.4
Agustina Muñoz,0.6,6.1
Agustina Noya,0.6,6.9
Agustí Villaronga,0.612,6.0
Agustín Aguirre,0.6,
Agustín Bermúdez,0.6,5.8
Agustín Bernal,0.6,8.3
Agustín González,0.6,4.1
Agustín Jiménez,0.652,4.1
Agustín Mendilaharzu,0.828,7.0
Agustín Moya,0.6,
Agustín Ponce,0.6,6.1
Agustín Sierra,0.88,5.5
Ah Dun,0.6,6.5
Ah Niu,1.38,5.333333333333333
Ahamed Abed Elrani,0.6,6.6
Ahan Shetty,0.6,
Aharon Ipalé,0.6,5.5
Ahd abdelmoneim,0.6,7.5
Ahidjo Mahamat Moussa,0.6,6.6
Ahilleas Grammatikopoulos,0.6,6.9
Ahlam Najat,0.6,7.1
Ahlima Mhamdi,0.98,6.2
Ahmad Afzali,0.6,
Ahmad Aghaloo,1.094,6.85
Ahmad B,1.62,
Ahmad Bahrami,0.6,6.9
Ahmad Bedir,0.6,4.7
Ahmad Fahmy,1.62,4.8
Ahmad Fauzan Fikri,0.6,
Ahmad Hamed,0.6,6.4
Ahmad Hashim,0.6,6.7
Ahmad Idham,0.6,4.7
Ahmad Khadaffie,0.6,4.7
Ahmad Khalil,0.6,6.6
Ahmad Khan Mahmoodzada,0.6,7.6
Ahmad Magdy,0.995,5.8
Ahmad Mahdavi,0.6,6.5
Ahmad Mehranfar,1.4,5.35
Ahmad Mounir,0.6,4.6
Ahmad Naghade,0.6,7.2
Ahmad Najafi,0.6,6.3999999999999995
Ahmad Ramadhan Alrasyid,1.4,6.2
Ahmad Razvi,0.6,7.15
Ahmad Reza Akbari,0.6,7.2
Ahmad Riaz,0.6,7.1
Ahmad Rizq,1.096,5.8
Ahmad Shah Alefsourat,0.6,6.8
Ahmad Stoner,1.099,3.4
Ahmad Zaki,0.84,7.125
Ahmad Zulhoir Mardia,0.6,7.0
Ahmed Abdallah Mahmoud,0.6,
Ahmed Abdelmonaâm Chouayet,0.6,8.233333333333333
Ahmed Adam,0.6,4.6
Ahmed Ahmed,1.214,6.1
Ahmed Akensouss,0.6,6.2
Ahmed Akl,0.648,6.02
Ahmed Al Fishawy,0.828,6.1
Ahmed Al-Aounan,0.6,
Ahmed Alansar,0.6,6.9
Ahmed Ali Akbar,0.828,5.2
Ahmed Azmy,1.214,3.9
Ahmed Azzeïn,0.6,8.0
Ahmed Benaïssa,0.6,4.8
Ahmed Berrahma,0.6,6.4
Ahmed Berrhama,0.6,6.6
Ahmed Best,1.382,4.65
Ahmed Boulane,1.4,5.550000000000001
Ahmed Dash,0.695,6.1
Ahmed Dawood,1.38,7.2
Ahmed Diab,0.6,6.6
Ahmed Eid,0.6,4.475
Ahmed El Maânouni,0.6,6.6
Ahmed El Saadany,0.764,5.0
Ahmed El Sakka,2.307,5.98888888888889
Ahmed Ezz,2.988,6.366666666666667
Ahmed Fathi,2.217,4.65
Ahmed Fouad Selim,1.4,4.6
Ahmed Guedayia,0.6,5.8
Ahmed Haddad,0.6,6.8
Ahmed Hafiene,0.6,7.866666666666667
Ahmed Hammoud,0.6,6.1
Ahmed Hammoudi,0.6,6.7
Ahmed Haroon,1.094,7.0
Ahmed Hassan,0.6,5.4
Ahmed Hatem,0.828,6.8
Ahmed Helmy,2.911000000000001,5.881818181818181
Ahmed Ibrahim Mohamed,0.6,7.2
Ahmed Itani,0.828,8.0
Ahmed Kamal,0.6,6.733333333333333
Ahmed Lucan,0.6,4.3
Ahmed Mahammed Abaka,0.6,6.7
Ahmed Malek,1.62,6.7
Ahmed Mekky,0.84,5.9
Ahmed Rashwan,0.6,6.7
Ahmed Rateb,0.9320000000000002,6.271428571428571
Ahmed Riza,0.6,6.0
Ahmed Rubel,0.6,7.9
Ahmed Saad,0.6,
Ahmed Saeed Abdel-Ghany,0.6,5.65
Ahmed Saif,0.6,5.5
Ahmed Seyam,1.003,4.65
Ahmed Snoussi,0.6,8.0
Ahmed Sylla,1.556,6.3
Ahmed Wafik,0.6,4.5
Ahmed Yarziz,0.6,6.4
Ahmed Yehia,0.648,6.4
Ahmed Zaher,1.571,4.433333333333334
Ahmed Zeb,0.6,
Ahmed Zeyan,0.6,6.3
Ahmedin Camdzic,0.6,7.0
Ahmet Ağaoğlu,0.6,5.8
Ahmet Fuat Onan,0.668,5.533333333333334
Ahmet Kural,0.648,4.5
Ahmet Mümtaz Taylan,2.283,5.199999999999999
Ahmet Rıfat Şungar,1.025,7.3
Ahmet Safak,0.6,5.3
Ahmet Saraçoğlu,1.784,5.7
Ahmet Uluçay,0.6,7.9
Ahmet Uğurlu,1.4,5.6
Ahmet Yenilmez,0.6,4.9
Ahmir-Khalib Thompson,1.659,7.699999999999999
Ahmo Hight,1.6770000000000003,4.533333333333333
Ahn Ah-yung,0.6,5.6
Ahn Byeong-kyeong,0.6,6.6
Ahn Jae-hong,1.632,5.9
Ahn Jae-hwan,0.731,4.2
Ahn Jae-mo,2.205,6.06
Ahn Jae-wook,0.828,5.7
Ahn Jee-hwan,0.6,7.5
Ahn Ji-ho,1.3999999999999997,7.033333333333334
Ahn Kil-kang,1.4280000000000004,6.699999999999999
Ahn Mi-Na,0.98,7.0
Ahn Na-na,0.6,
Ahn Nae-sang,4.329999999999999,6.366666666666666
Ahn Se-ha,1.67,7.2
Ahn Seong-bong,0.6,6.1
Ahn Suk-hwan,3.6589999999999994,5.381818181818182
Ahn Sun-yeong,2.078,6.5
Ahn Sung-ki,0.6180000000000001,6.423076923076923
Ahna O'Reilly,1.444,5.3
Ahoo Kheradmand,0.6,6.75
Ahsan Baksh,0.6,5.2
Ahsanul Haq Minu,0.6,7.7
Ahti Jokinen,0.6,6.3
Ahti Kuoppala,0.716,6.7
Ahu Türkpençe,1.96,4.45
Ahura Temaru,0.6,5.1
Ahuti Prasad,1.4,6.276923076923077
Ahuva Sommerfeld,0.6,6.8
Ai Jing,0.6,7.2
Ai Kato,1.052,6.1
Ai Kobayashi,0.84,7.425000000000001
Ai Li-ya,0.84,6.1
Ai Maeda,1.0050000000000001,6.637499999999999
Ai Orikasa,1.299,6.174999999999999
Ai Qin Lin,0.6,7.2
Ai Uchikawa,0.6,6.7
Ai Weiwei,0.6,7.1
Ai-Ai delas Alas,0.6,5.375
Aiba Hiroki,0.6,6.2
Aibek Midin Uulu,0.6,6.5
Aibulat Gumerov,0.6,7.2
Aicha Konate,0.6,6.9
Aida Abdel Aziz,0.6,6.5
Aida Angotti,0.6,5.0
Aida Bukva,0.6,7.6
Aida Folch,4.301,5.54
Aida Frusan,0.6,6.8
Aida Ghechoud,0.6,7.0
Aida González,0.6,7.3
Aida Khalida,0.6,8.1
Aida López,0.6,6.8
Aida Nurmala,0.762,6.550000000000001
Aida Turturro,1.9600000000000002,5.799999999999999
Aida de la Cruz,0.6,3.5
Aidan Campbell,0.6,4.8
Aidan Conrad,0.6,
Aidan Cross,0.6,5.0
Aidan David,0.98,7.3
Aidan Devine,1.264,5.725
Aidan Drummond,1.4,5.5
Aidan Gillen,6.328,5.633333333333333
Aidan Gould,0.6,7.0
Aidan Kelly,1.614,6.300000000000001
Aidan Kimble,0.6,
Aidan Langford,1.676,8.8
Aidan Largey Poland,0.6,4.0
Aidan Marus,0.6,2.7
Aidan McArdle,1.831,6.1
Aidan Mitchell,0.6,6.0
Aidan O'Neill,0.6,4.6
Aidan Quinn,2.7969999999999997,6.6
Aidan Stephenson,0.6,6.9
Aidan Turner,3.163,
Aidee Walker,0.6,5.5
Aiden Gale,0.6,8.0
Aiden Martin,0.6,7.3
Aiden Turner,1.932,7.2
Aidra Fox,12.71,7.0
Aidée González,0.6,6.0
Aigars Vilims,0.6,4.1
Aigiz Azamatov,0.6,7.2
Aija Dzērve,0.6,6.8
Aika Yukihira,7.02,4.9
Aiko Hibi,0.84,6.9
Aiko Horiuchi,1.094,4.7
Aiko Melendez,1.38,6.6
Aiko Morishita,1.286,6.65
Aiko Nagayama,1.712,5.6
Aiko Sato,1.128,6.35
Aikou Ogata,0.6,7.0
Aileen Amador,0.6,5.1
Aileen Besa,0.6,5.2
Aileen Mythen,0.6,5.4
Aileen Quinn,0.6,4.9
Aileen Wuornos,1.4,7.1
Aileine Valdez,0.6,5.0
Aili Chen,0.6,6.9
Ailise O'Neil,0.6,7.2
Ailish McCarthy,1.22,6.6
Ailton Graça,0.6,6.0
Ailton Krenak,0.6,6.2
Ailén Federico,0.6,7.3
Ailín Salas,0.705,7.1
Ailín Zaninovich,0.98,7.3
Aimar Alarcón,0.6,
Aime Wolf,0.6,3.5
Aimee Barua,0.6,
Aimee Brooks,0.6,5.7
Aimee Cucchiaro,0.6,8.0
Aimee Garcia,8.153000000000002,5.0928571428571425
Aimee Graham,1.6460000000000004,5.442857142857143
Aimee Klein,0.6,6.3
Aimee Lou Wood,2.202,
Aimee Mann,1.011,8.6
Aimee Mullins,2.777,6.65
Aimee Saras,0.6,5.9
Aimee Sweet,1.052,3.2
Aimee Teegarden,2.08,3.9
Aimee Torres,0.6,
Aimee-Ffion Edwards,2.614,5.4
Aimee-Lynn Chadwick,1.96,4.266666666666667
Aimelia Hepburn-Moriarty,0.6,5.2
Aimen Ben Ahmed,0.656,6.3
Aimey Corcoran,0.6,4.8
Aimi Jarr,0.6,6.5
Aimi Nakamura,1.4,6.366666666666667
Aimi Satsukawa,1.3999999999999997,6.25
Aimilios Heilakis,0.6,6.1
Aimy Gauthie,0.6,
Aimé Anthoni,1.4000000000000001,5.466666666666668
Aimée Goepfert,0.6,
Aimée Spring Fortier,1.03,6.5
Aina Calpe,0.6,5.5
Aina Clotet,1.4000000000000001,5.8
Aina de Cos,0.6,6.5
Ainara Nieto,0.6,6.6
Aindhu Kovilan,0.6,7.3
Aino Annuddin,0.828,6.7
Aino Lehtimäki,0.6,6.5
Aino-Maija Tikkanen,0.6,7.6
Ainosuke Kataoka,1.106,6.9
Aintzane Crujeiras,0.6,7.0
Ainura DeStefano,0.6,7.1
Aira Samulin,0.6,4.2
Aira Sondang,0.6,5.6
Airah Fabioni Ombajin,0.6,5.6
Airi Matsui,2.366,6.4
Airi Nakajima,1.388,5.1
Airi Taira,2.421,5.75
Airi Tanaka,0.6,
Airi Toriyama,0.6,6.800000000000001
Aisawanya Areyawattana,0.6,6.4
Aisha Azya,0.6,
Aisha Bin Ahmed,0.6,4.9
Aisha Cerami,0.717,5.949999999999999
Aisha Love,0.6,
Aisha Nurra Datau,0.6,7.3
Aisha Tyler,2.173,5.566666666666667
Aishah Sinclair,0.6,4.8
Aishwarya,0.6,5.633333333333333
Aishwarya Hande,0.6,5.6
Aishwarya Lekshmi,1.321,4.5
Aishwarya Narkar,0.6,4.1
Aishwarya Rai Bachchan,3.0718333333333345,5.927586206896551
Aishwarya Rajesh,3.221,5.85
Aishwarya Upendra,0.6,6.2
Aisling O'Neill,0.6,6.3
Aisling O'Sullivan,0.6,6.0
Aissa Harrath,0.98,8.5
Aitana Sánchez-Gijón,1.59,5.771428571428571
Aitor Beltrán,0.629,4.9
Aitor Carrera,0.6,
Aitor Mazo,0.9800000000000002,5.47
Aitor Merino,0.84,6.214285714285714
Aivars Siliņš,0.6,2.6
Aivars Šmaukstelis,0.6,
Aiyeola Bisola,0.6,6.5
Aiza Marquez,1.4000000000000001,6.666666666666667
Aiza Seguerra,2.256,6.349999999999999
Aj Nicol,0.6,4.0
Aja,0.6,4.3
Aja Naomi King,2.881,5.8
Ajai Sanders,0.828,5.6
Ajak Shiro,0.98,
Ajat Sudrajat,0.98,6.2
Ajay,0.5999999999999999,6.55
Ajay Devgn,2.5840000000000023,5.466666666666667
Ajay Ghosh,0.629,7.25
Ajay Jadeja,0.6,4.0
Ajay Jethi,0.6,6.6
Ajay Jose,0.6,3.9
Ajay Mehta,2.391,7.099999999999999
Ajay Naidu,1.558,6.050000000000001
Ajay Natraj,0.6,7.3
Ajay Raj,0.6,6.4
Ajayshri,0.6,7.2
Ajda Steiner,0.6,6.4
Ajeng Sardi,0.6,6.4
Aji Yusman,0.6,5.1
Ajil Ditto,0.6,5.4
Ajil Zibari,1.38,8.1
Ajin Panjapan,0.6,8.1
Ajit Vachani,0.6,2.6
Ajith Kumar,1.4,5.9642857142857135
Ajla Frljuckic,0.6,7.0
Ajmal,0.6,2.9
Ajna Wysowski,0.6,
Ajten Serdin,0.6,6.6
Aju Makita,1.4,6.7
Aju Varghese,0.694,6.6
Ajubeka Adekoya,0.6,3.6
Ajul Jiung,0.6,6.4
Ajun Perwira,1.164,
Akaji Maro,1.4220000000000002,6.413636363636365
Akalya Venkatesan,0.6,7.3
Akan,0.6,6.4
Akane Hotta,0.6,5.0
Akane Kimura,0.6,5.2
Akane Sagara,0.728,
Akansha Ranjan Kapoor,0.6,5.4
Akara Amarttayakul,0.608,5.533333333333334
Akari Hayami,3.572,
Akari Ozawa,1.62,7.1
Akarin Akaranitimaytharatt,1.4000000000000001,6.366666666666667
Akarin Siwapornpitak,0.6,5.9
Akash Khurana,0.65,6.566666666666666
Akashdeep Saigal,0.84,4.3
Akashi Takei,1.96,7.2
Akasya Asiltürkmen,0.6,2.4
Akbar Bin Tabar,0.608,5.2
Akbar Kurniawan,0.6,6.2
Akbar Kurtha,1.38,6.6
Akbar Moazezi,0.6,5.7
Akbar Rahmati,0.6,6.0
Akechi Denchi,0.98,3.9
Akeem Smith,0.694,4.0
Akekaphan Bunluerit,0.6,5.15
Akemi Goto,0.6,7.4
Akemi Kobayashi,1.38,6.3999999999999995
Akemi Okamura,3.6849999999999996,6.9142857142857155
Akemi Omori,0.98,6.1
Akemnji Ndifornyen,0.6,4.15
Akeno Junko,1.03,4.9
Akeno Watanabe,2.772,5.7
Akeprapan Panitchpong,0.6,3.5
Aketza López Totorika,0.828,7.2
Akhenaton,0.648,5.9
Akhil Karthik,0.6,3.5
Akhil Prabhakar,0.6,4.0
Akhila Prakash,0.6,4.6
Akhilendra Mishra,1.2140000000000002,6.292857142857143
Akhtem Seitablaiev,1.301,7.0
Aki Aleong,1.708,6.4
Aki Arai,0.6,3.4
Aki Avni,0.828,5.58
Aki Hoshino,1.38,5.55
Aki Kajiwara,0.997,6.7
Aki Kaurismäki,2.919,7.0
Aki Kawamura,0.6,6.8
Aki Maeda,1.336,6.225000000000001
Aki Miyata,0.6,4.7
Aki Morita,1.015,
Aki Nishihara,1.4,6.65
Aki Shibuya,0.735,4.2
Aki Sugawara,0.6,6.4
Aki Takejo,1.4,6.7
Aki Toyosaki,5.116,7.9
Akia Buenaflor,0.6,8.0
Akie Kotabe,1.256,7.7
Akie Namiki,0.84,6.449999999999999
Akifumi Miura,0.694,6.433333333333334
Akihiro Kitamura,0.828,4.4
Akihiro Miwa,0.652,6.8
Akihiro Nakatani,0.6,4.5
Akihito Sha,0.6,6.7
Akihito Yagi,0.6,7.0
Akiho Yoshizawa,7.667,
Akiko Ashizawa,0.828,8.0
Akiko Esaki,0.6,4.4
Akiko Hinagata,1.62,2.7
Akiko Hiramatsu,2.081,6.65
Akiko Kawase,0.6,6.3
Akiko Kikuchi,0.648,5.8
Akiko Kimura,0.84,7.4
Akiko Kitamura,0.98,6.6
Akiko Kuno,0.6,5.4
Akiko Monô,0.694,6.6
Akiko Nishina,0.6,7.0
Akiko Shima,0.694,2.9
Akiko Yajima,2.939,6.657142857142858
Akil Sanford,0.6,7.2
Akilas Karazisis,0.84,6.05
Akim Chir,0.98,7.1
Akim Funk Buddah,0.6,7.6
Akima Castaneda,0.6,4.0
Akimitsu Takase,0.917,7.2
Akimoto Tsubasa,0.6,7.0
Akin Omotoso,0.98,5.6
Akina Hong Wa,0.98,6.4
Akino Hirasawa,0.6,5.4
Akio Chen,0.6,6.8
Akio Joe,0.6,5.6
Akio Kaneda,1.4,6.3
Akio Matsuoka,0.6,5.7
Akio Nakamura,1.4,8.6
Akio Otsuka,3.4020000000000006,7.116666666666667
Akio Suyama,1.166,6.6
Akio Yoshioka,0.6,
Akira,0.6,3.9
Akira Emoto,0.9205333333333333,6.2166666666666694
Akira Fukada,0.6,4.8
Akira Ishida,6.145,7.3199999999999985
Akira Kamiya,2.41,6.9
Akira Koteyama,0.6,6.7
Akira Lane,2.127,4.466666666666667
Akira Maeda,0.98,5.1
Akira Nakao,0.6,6.65
Akira Nishii,0.6,6.0
Akira Nogami,0.6,6.0
Akira Ohashi,0.6,6.1
Akira Okata,0.6,
Akira Otaka,0.731,5.65
Akira Sakata,0.6,
Akira Sasanuma,1.932,6.3
Akira Shoji,0.84,6.6
Akira Takahashi,1.548,6.9
Akira Terao,0.6,6.640000000000001
Akis Sakellariou,0.6,6.6
Akiva Daum,0.6,7.9
Akiva Goldsman,3.08,6.4
